Previous_Crop,Soil_Type,State,Recommended_Crop,Alternative_Crop,Reason
Pigeon Pea,Black,Tamil Nadu,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Wheat,Alluvial,Uttar Pradesh,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,West Bengal,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,Punjab,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Tamil Nadu,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,West Bengal,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,West Bengal,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Punjab,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,Uttar Pradesh,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Tamil Nadu,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Chickpea,Sandy,Maharashtra,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Tamil Nadu,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Odisha,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,Uttar Pradesh,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Tamil Nadu,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,West Bengal,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Odisha,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Punjab,Wheat,Lentil,Legume-based nutrient restoration and pest cycle break
Soybean,Alluvial,Punjab,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Maharashtra,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,West Bengal,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Tamil Nadu,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Maharashtra,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Odisha,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,Odisha,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Tamil Nadu,Potato,Wheat,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,West Bengal,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Punjab,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Tamil Nadu,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Odisha,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Maharashtra,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Punjab,Maize,Mustard,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,Maharashtra,Cowpea,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Tamil Nadu,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Uttar Pradesh,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Tamil Nadu,Lentil,Wheat,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,Uttar Pradesh,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Laterite,Odisha,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Punjab,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Punjab,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,West Bengal,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Cotton,Alluvial,Maharashtra,Soybean,Lentil,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Punjab,Rice,Chickpea,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,West Bengal,Lentil,Cowpea,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,West Bengal,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Sunflower,Clayey,Uttar Pradesh,Lentil,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Sandy,Tamil Nadu,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Black,Uttar Pradesh,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Uttar Pradesh,Maize,Potato,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Punjab,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Odisha,Potato,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Punjab,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Odisha,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Punjab,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Punjab,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Alluvial,Punjab,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Punjab,Lentil,Soybean,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,Punjab,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Uttar Pradesh,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Punjab,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Punjab,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Laterite,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Uttar Pradesh,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Maharashtra,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Tamil Nadu,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Punjab,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Mustard,Black,Uttar Pradesh,Pigeon Pea,Soybean,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,West Bengal,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Red,Odisha,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Tamil Nadu,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Black,Uttar Pradesh,Soybean,Groundnut,Legume-based nutrient restoration and pest cycle break
Chickpea,Sandy,Punjab,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Red,Punjab,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Laterite,Odisha,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Black Gram,Laterite,Punjab,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,West Bengal,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,West Bengal,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Tamil Nadu,Black Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Tamil Nadu,Maize,Mustard,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Maharashtra,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Maharashtra,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Odisha,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,Odisha,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Odisha,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Tamil Nadu,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Punjab,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Mustard,Black,Maharashtra,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Uttar Pradesh,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,West Bengal,Rice,Mustard,Legume-based nutrient restoration and pest cycle break
Wheat,Alluvial,Tamil Nadu,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Tamil Nadu,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Uttar Pradesh,Cotton,Sugarcane,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Uttar Pradesh,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Laterite,Punjab,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Uttar Pradesh,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Punjab,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Groundnut,Alluvial,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Maharashtra,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Uttar Pradesh,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Maharashtra,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,West Bengal,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Maharashtra,Chickpea,Cowpea,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Odisha,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Uttar Pradesh,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,Punjab,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Maize,Red,Tamil Nadu,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,Punjab,Mustard,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Uttar Pradesh,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Clayey,Odisha,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Maharashtra,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Laterite,West Bengal,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,Maharashtra,Maize,Potato,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,West Bengal,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Maharashtra,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Potato,Black,Maharashtra,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Tamil Nadu,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Uttar Pradesh,Mustard,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,Odisha,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Lentil,Black,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Maize,Sandy,Odisha,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,Uttar Pradesh,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,Odisha,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Tamil Nadu,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Black,Uttar Pradesh,Pigeon Pea,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,Maharashtra,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Odisha,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Uttar Pradesh,Chickpea,Cowpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,Tamil Nadu,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Uttar Pradesh,Wheat,Chickpea,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,West Bengal,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Odisha,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Red,Maharashtra,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,West Bengal,Black Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Wheat,Black,Punjab,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Odisha,Chickpea,Soybean,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,West Bengal,Green Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Sunflower,Red,Uttar Pradesh,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Maharashtra,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Laterite,Uttar Pradesh,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Uttar Pradesh,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Tamil Nadu,Lentil,Wheat,Legume-based nutrient restoration and pest cycle break
Maize,Red,Maharashtra,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Odisha,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Lentil,Black,West Bengal,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Punjab,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,West Bengal,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Uttar Pradesh,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Punjab,Green Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Maize,Sandy,Odisha,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Uttar Pradesh,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,West Bengal,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Punjab,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Clayey,Tamil Nadu,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Odisha,Chickpea,Cowpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Odisha,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Uttar Pradesh,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,West Bengal,Lentil,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Odisha,Maize,Potato,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Maharashtra,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Tamil Nadu,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,West Bengal,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Odisha,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Black,West Bengal,Groundnut,Soybean,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Punjab,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Laterite,Uttar Pradesh,Cotton,Sugarcane,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Tamil Nadu,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,Uttar Pradesh,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,West Bengal,Rice,Chickpea,Legume-based nutrient restoration and pest cycle break
Lentil,Black,West Bengal,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,Punjab,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Black,Uttar Pradesh,Soybean,Groundnut,Legume-based nutrient restoration and pest cycle break
